published,category,kicker,title,description,matched_groups,matched_terms,url,local_digest
2025-06-30,Computer Science,artificial intelligence,Researchers Uncover Hidden Ingredients Behind AI Creativity,"Image generators are designed to mimic their training data, so where does their apparent creativity come from? A recent study suggests that it’s an inevitable by-product of their architecture.",ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/researchers-uncover-hidden-ingredients-behind-ai-creativity-20250630/,
2025-06-27,Biology,evolution,When Did Nature Burst Into Vivid Color?,Scientists reconstructed 500 million years of evolutionary history to reveal which came first: colorful signals or the color vision needed to see them.,collective_biological_systems,evolution,https://www.quantamagazine.org/when-did-nature-burst-into-vivid-color-20250627/,
2025-06-26,Uncategorized,The Joy of Why,How Does Graph Theory Shape Our World?,"Maria Chudnovsky reflects on her journey in graph theory, her groundbreaking solution to the long-standing perfect graph problem, and the unexpected ways this abstract field intersects with everyday life.",networks_graphs_connectivity,graph,https://www.quantamagazine.org/how-does-graph-theory-shape-our-world-20250626/,
2025-06-20,Mathematics,infinity,Is Mathematics Mostly Chaos or Mostly Order?,Two new notions of infinity challenge a long-standing plan to define the mathematical universe.,complex_systems_emergence,order,https://www.quantamagazine.org/is-mathematics-mostly-chaos-or-mostly-order-20250620/,
2025-06-18,Computer Science,Q&A,How AI Models Are Helping to Understand — and Control — the Brain,Martin Schrimpf is crafting bespoke AI models that can induce control over high-level brain activity.,ai_prediction_representation,model;models,https://www.quantamagazine.org/how-ai-models-are-helping-to-understand-and-control-the-brain-20250618/,
2025-06-13,Physics,quantum gravity,Is Gravity Just Entropy Rising? Long-Shot Idea Gets Another Look.,A new argument explores how the growth of disorder could cause massive objects to move toward one another. Physicists are both interested and skeptical.,complex_systems_emergence;randomness_statistical_physics,disorder;entropy;order,https://www.quantamagazine.org/is-gravity-just-entropy-rising-long-shot-idea-gets-another-look-20250613/,
2025-06-12,Uncategorized,The Joy of Why,Does Form Really Shape Function?,"From brain folds to insect architecture, L. Mahadevan explains how complex biological forms and behaviors emerge through the interplay of physical forces, environment and embodiment.",complex_systems_emergence,complex,https://www.quantamagazine.org/does-form-really-shape-function-20250612/,
2025-06-11,Mathematics,mathematical physics,Epic Effort to Ground Physics in Math Opens Up the Secrets of Time,"By mathematically proving how individual molecules create the complex motion of fluids, three mathematicians have illuminated why time can’t flow in reverse.",flow_transport_waves;complex_systems_emergence,complex;flow;fluid;fluids,https://www.quantamagazine.org/epic-effort-to-ground-physics-in-math-opens-up-the-secrets-of-time-20250611/,
2025-06-04,Biology,neuroscience,How Much Energy Does It Take To Think?,Studies of neural metabolism reveal our brain’s effort to keep us alive and the evolutionary constraints that sculpted our most complex organ.,complex_systems_emergence;collective_biological_systems,complex;evolution,https://www.quantamagazine.org/how-much-energy-does-it-take-to-think-20250604/,
2025-05-29,Uncategorized,The Joy of Why,Will We Ever Prove String Theory?,"Promise and controversy continues to surround string theory as a potential unified theory of everything. In the latest episode of The Joy of Why, Cumrun Vafa discusses his progress in trying to find good, testable models hidden among the ‘swampland’ of impossible universes.",ai_prediction_representation,model;models,https://www.quantamagazine.org/will-we-ever-prove-string-theory-20250529/,
2025-05-21,Computer Science,computational complexity,"For Algorithms, a Little Memory Outweighs a Lot of Time",One computer scientist’s “stunning” proof is the first progress in 50 years on one of the most famous questions in computer science.,complex_systems_emergence,complex;complexity,https://www.quantamagazine.org/for-algorithms-a-little-memory-outweighs-a-lot-of-time-20250521/,
2025-05-19,Biology,physiology,‘Turbocharged’ Mitochondria Power Birds’ Epic Migratory Journeys,"Slight changes in the number, shape, efficiency and interconnectedness of organelles in the cells of flight muscles provide extra energy for birds’ continent-spanning feats.",networks_graphs_connectivity;collective_biological_systems,cell;cells;connect;connected,https://www.quantamagazine.org/turbocharged-mitochondria-power-birds-epic-migratory-journeys-20250519/,
2025-05-16,Mathematics,fluid dynamics,New ‘Superdiffusion’ Proof Probes the Mysterious Math of Turbulence,Turbulence is a notoriously difficult phenomenon to study. Mathematicians are now starting to untangle it at its smallest scales.,flow_transport_waves,diffusion;fluid;superdiffusion;turbulence,https://www.quantamagazine.org/new-superdiffusion-proof-probes-the-mysterious-math-of-turbulence-20250516/,
2025-05-15,Mathematics,The Joy of Why,How Did Geometry Create Modern Physics?,"Geometry may have its origins thousands of years ago in ancient land surveying, but it has also had a surprising impact on modern physics. In the latest episode of The Joy of Why, Yang-Hui He explores geometry’s evolution and its future potential through AI.",collective_biological_systems,evolution,https://www.quantamagazine.org/how-did-geometry-create-modern-physics-20250515/,
2025-05-12,Computer Science,algorithms,The Fastest Way Yet to Color Graphs,Researchers have devised a scheme for painting the edges of a graph that’s almost as speedy as possible.,networks_graphs_connectivity,graph;graphs,https://www.quantamagazine.org/the-fastest-way-yet-to-color-graphs-20250512/,
2025-04-30,Computer Science,artificial intelligence,"Science, Promise and Peril in the Age of AI","An exploration of how artificial intelligence is changing what it means to do science and math, and what it means to be a scientist.",ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/ai-changes-science-and-math-forever-20250430/,
2025-04-30,Computer Science,phase transitions,What Happens When AI Starts To Ask the Questions?,"Technology has forever served as science’s toolbox. But now that AI is being used to develop questions and methods as well, some scientists wonder what their role is going to become.",complex_systems_emergence,phase transition,https://www.quantamagazine.org/what-happens-when-ai-starts-to-ask-the-questions-20250430/,
2025-04-30,Computer Science,interpretability,Why Language Models Are So Hard To Understand,AI researchers are using techniques inspired by neuroscience to study how language models work — and to reveal how perplexing they can be.,ai_prediction_representation,model;models,https://www.quantamagazine.org/why-language-models-are-so-hard-to-understand-20250430/,
2025-04-30,Computer Science,neural networks,How Can AI ID a Cat? An Illustrated Guide.,"Neural networks power today’s AI boom. To understand them, all we need is a map, a cat and a few thousand dimensions.",networks_graphs_connectivity;ai_prediction_representation,network;networks;neural network;neural networks,https://www.quantamagazine.org/how-can-ai-id-a-cat-an-illustrated-guide-20250430/,
2025-04-30,Computer Science,explainers,What the Most Essential Terms in AI Really Mean,A simple primer to the 19 most important concepts in artificial intelligence.,ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/what-the-most-essential-terms-in-ai-really-mean-20250430/,
2025-04-30,Biology,neuroscience,"AI Is Nothing Like a Brain, and That’s OK",The brain’s astounding cellular diversity and networked complexity could show how to make AI better.,networks_graphs_connectivity;complex_systems_emergence;collective_biological_systems,cell;complex;complexity;network,https://www.quantamagazine.org/ai-is-nothing-like-a-brain-and-thats-ok-20250430/,
2025-04-30,Computer Science,complex systems,The Strange Physics That Gave Birth to AI,Modern thinking machines owe their existence to insights from the physics of complex materials.,complex_systems_emergence,complex,https://www.quantamagazine.org/the-strange-physics-that-gave-birth-to-ai-20250430/,
2025-04-30,Computer Science,The Quanta Podcast,Introducing The Quanta Podcast,"Exploring the distant universe, the insides of cells, the abstractions of math, the complexity of information itself and much more, The Quanta Podcast will be a tour of the frontier between the known and the unknown.",complex_systems_emergence;collective_biological_systems,cell;cells;complex;complexity,https://www.quantamagazine.org/introducing-the-quanta-podcast-20250430/,
2025-04-21,Mathematics,biophysics,How a Biofilm’s Strange Shape Emerges From Cellular Geometry,Micro decisions can have macro consequences. A soft matter physicist reveals how interactions within simple cellular collectives can lead to emergent physical traits.,complex_systems_emergence;collective_biological_systems,biofilm;cell;collective;emergent,https://www.quantamagazine.org/how-a-biofilms-strange-shape-emerges-from-cellular-geometry-20250421/,
